,id,name,artist,album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
46,61EWvc5vPvrj1Ir9aeVHEK,Maybe,Sick Puppies,Tri-Polar (International Version),0.476,0.922,7,-4.313,1,0.0609,0.0123,0.0,0.253,0.591,167.916,audio_features,spotify:track:61EWvc5vPvrj1Ir9aeVHEK,https://api.spotify.com/v1/tracks/61EWvc5vPvrj1Ir9aeVHEK,https://api.spotify.com/v1/audio-analysis/61EWvc5vPvrj1Ir9aeVHEK,205253,4
47,4jDmJ51x1o9NZB5Nxxc7gY,Careless Whisper,George Michael,Ladies And Gentlemen... The Best Of George Michael,0.574,0.628,2,-8.815,0,0.036,0.13,0.0,0.271,0.803,153.119,audio_features,spotify:track:4jDmJ51x1o9NZB5Nxxc7gY,https://api.spotify.com/v1/tracks/4jDmJ51x1o9NZB5Nxxc7gY,https://api.spotify.com/v1/audio-analysis/4jDmJ51x1o9NZB5Nxxc7gY,300107,4
48,0Yb5Kfpf3boElZNa61wPdJ,Come Out And Play (Keep ‘Em Separated),The Offspring,Greatest Hits,0.481,0.856,7,-3.764,1,0.162,0.0535,6.75e-06,0.0847,0.847,158.405,audio_features,spotify:track:0Yb5Kfpf3boElZNa61wPdJ,https://api.spotify.com/v1/tracks/0Yb5Kfpf3boElZNa61wPdJ,https://api.spotify.com/v1/audio-analysis/0Yb5Kfpf3boElZNa61wPdJ,197800,4
49,1HcSHxcuLuAFNgeNVhBHLl,Here We Kum - MTV Unplugged,Molotov,MTV Unplugged: El Desconecte,0.662,0.929,6,-5.761,0,0.0568,0.0146,1.09e-05,0.974,0.887,120.915,audio_features,spotify:track:1HcSHxcuLuAFNgeNVhBHLl,https://api.spotify.com/v1/tracks/1HcSHxcuLuAFNgeNVhBHLl,https://api.spotify.com/v1/audio-analysis/1HcSHxcuLuAFNgeNVhBHLl,290293,4
50,37Tmv4NnfQeb0ZgUC4fOJj,Sultans Of Swing,Dire Straits,Dire Straits,0.733,0.794,5,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174,audio_features,spotify:track:37Tmv4NnfQeb0ZgUC4fOJj,https://api.spotify.com/v1/tracks/37Tmv4NnfQeb0ZgUC4fOJj,https://api.spotify.com/v1/audio-analysis/37Tmv4NnfQeb0ZgUC4fOJj,348624,4
51,1RKUoGiLEbcXN4GY4spQDx,Clint Eastwood,Gorillaz,Gorillaz,0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,audio_features,spotify:track:1RKUoGiLEbcXN4GY4spQDx,https://api.spotify.com/v1/tracks/1RKUoGiLEbcXN4GY4spQDx,https://api.spotify.com/v1/audio-analysis/1RKUoGiLEbcXN4GY4spQDx,340920,4
52,0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Gorillaz,Demon Days,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,audio_features,spotify:track:0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/tracks/0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/audio-analysis/0d28khcov6AiegSCpG5TuT,222640,4
53,0UQNHlrHiz19Htk7YTLVe5,Rock the House,Gorillaz,Gorillaz,0.754,0.825,2,-6.498,1,0.237,0.0748,7.18e-05,0.169,0.612,171.953,audio_features,spotify:track:0UQNHlrHiz19Htk7YTLVe5,https://api.spotify.com/v1/tracks/0UQNHlrHiz19Htk7YTLVe5,https://api.spotify.com/v1/audio-analysis/0UQNHlrHiz19Htk7YTLVe5,249200,4
54,0IedgQjjJ8Ad4B3UDQ5Lyn,Fragments of Time (feat. Todd Edwards),Daft Punk,Random Access Memories,0.807,0.51,0,-9.729,1,0.0433,0.041,0.115,0.104,0.961,130.118,audio_features,spotify:track:0IedgQjjJ8Ad4B3UDQ5Lyn,https://api.spotify.com/v1/tracks/0IedgQjjJ8Ad4B3UDQ5Lyn,https://api.spotify.com/v1/audio-analysis/0IedgQjjJ8Ad4B3UDQ5Lyn,279773,4
55,3gWZ8TJ6oIpJWQBfrUOksW,Brimful of Asha - Norman Cook Remix Single Version,Cornershop,Brimful of Asha,0.685,0.935,11,-3.912,1,0.0574,0.217,0.0,0.0964,0.936,125.66,audio_features,spotify:track:3gWZ8TJ6oIpJWQBfrUOksW,https://api.spotify.com/v1/tracks/3gWZ8TJ6oIpJWQBfrUOksW,https://api.spotify.com/v1/audio-analysis/3gWZ8TJ6oIpJWQBfrUOksW,243667,4
56,4sv1iemiMkkZVTUbV16C8L,7 Seconds (feat. Neneh Cherry),Youssou N'Dour,The Guide (Wommat),0.679,0.659,1,-10.826,0,0.0269,0.0771,4.12e-06,0.316,0.528,154.171,audio_features,spotify:track:4sv1iemiMkkZVTUbV16C8L,https://api.spotify.com/v1/tracks/4sv1iemiMkkZVTUbV16C8L,https://api.spotify.com/v1/audio-analysis/4sv1iemiMkkZVTUbV16C8L,306227,4
57,27rdGxbavYJeBphck5MZAF,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,audio_features,spotify:track:27rdGxbavYJeBphck5MZAF,https://api.spotify.com/v1/tracks/27rdGxbavYJeBphck5MZAF,https://api.spotify.com/v1/audio-analysis/27rdGxbavYJeBphck5MZAF,217467,4
58,7H5WVBQdSnJ1zmu8JoD6pg,Charlemagne,Blossoms,Blossoms,0.544,0.925,9,-3.828,0,0.0406,0.00327,0.000399,0.284,0.789,101.984,audio_features,spotify:track:7H5WVBQdSnJ1zmu8JoD6pg,https://api.spotify.com/v1/tracks/7H5WVBQdSnJ1zmu8JoD6pg,https://api.spotify.com/v1/audio-analysis/7H5WVBQdSnJ1zmu8JoD6pg,166792,4
59,4J0AkZj6UilnoNRpFN4W2b,Bleed American,Jimmy Eat World,Bleed American,0.431,0.938,6,-5.564,0,0.0848,0.0069,2.11e-06,0.772,0.633,160.187,audio_features,spotify:track:4J0AkZj6UilnoNRpFN4W2b,https://api.spotify.com/v1/tracks/4J0AkZj6UilnoNRpFN4W2b,https://api.spotify.com/v1/audio-analysis/4J0AkZj6UilnoNRpFN4W2b,181493,4
60,19Js5ypV6JKn4DMExHQbGc,Stacy's Mom,Bowling For Soup,I've Never Done Anything Like This,0.728,0.801,4,-3.636,1,0.0752,0.00349,0.000195,0.0907,0.813,119.989,audio_features,spotify:track:19Js5ypV6JKn4DMExHQbGc,https://api.spotify.com/v1/tracks/19Js5ypV6JKn4DMExHQbGc,https://api.spotify.com/v1/audio-analysis/19Js5ypV6JKn4DMExHQbGc,193043,4
61,5DyiVavRvMrFP3Fx917Rkr,Mr Boombastic,Shaggy,"Oldies Ragga Dancehall, Vol. 2",0.86,0.708,2,-10.589,1,0.29,0.295,1.88e-05,0.355,0.771,158.424,audio_features,spotify:track:5DyiVavRvMrFP3Fx917Rkr,https://api.spotify.com/v1/tracks/5DyiVavRvMrFP3Fx917Rkr,https://api.spotify.com/v1/audio-analysis/5DyiVavRvMrFP3Fx917Rkr,246413,4
62,1YIxmHt4EKS0gMs3L0mxQV,Miss Alissa,Eagles Of Death Metal,Peace Love Death Metal,0.549,0.992,1,-3.712,1,0.116,0.797,0.0,0.196,0.877,172.342,audio_features,spotify:track:1YIxmHt4EKS0gMs3L0mxQV,https://api.spotify.com/v1/tracks/1YIxmHt4EKS0gMs3L0mxQV,https://api.spotify.com/v1/audio-analysis/1YIxmHt4EKS0gMs3L0mxQV,158600,4
63,2x8evxqUlF0eRabbW2JBJd,Fluorescent Adolescent,Arctic Monkeys,Favourite Worst Nightmare,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,audio_features,spotify:track:2x8evxqUlF0eRabbW2JBJd,https://api.spotify.com/v1/tracks/2x8evxqUlF0eRabbW2JBJd,https://api.spotify.com/v1/audio-analysis/2x8evxqUlF0eRabbW2JBJd,183893,4
64,78lgmZwycJ3nzsdgmPPGNx,Immigrant Song - Remaster,Led Zeppelin,Led Zeppelin III (Remaster),0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,audio_features,spotify:track:78lgmZwycJ3nzsdgmPPGNx,https://api.spotify.com/v1/tracks/78lgmZwycJ3nzsdgmPPGNx,https://api.spotify.com/v1/audio-analysis/78lgmZwycJ3nzsdgmPPGNx,146250,4
65,2oTDOIAdsxPTE7yAp4YOcv,Jump Around,House Of Pain,House Of Pain,0.854,0.71,4,-6.32,0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,audio_features,spotify:track:2oTDOIAdsxPTE7yAp4YOcv,https://api.spotify.com/v1/tracks/2oTDOIAdsxPTE7yAp4YOcv,https://api.spotify.com/v1/audio-analysis/2oTDOIAdsxPTE7yAp4YOcv,214947,4
66,6v5VsfCYKdrkQBTMhAlkDr,Rocket Queen,Guns N' Roses,Appetite For Destruction,0.448,0.945,10,-7.978,1,0.0394,0.0219,0.246,0.0254,0.437,111.705,audio_features,spotify:track:6v5VsfCYKdrkQBTMhAlkDr,https://api.spotify.com/v1/tracks/6v5VsfCYKdrkQBTMhAlkDr,https://api.spotify.com/v1/audio-analysis/6v5VsfCYKdrkQBTMhAlkDr,373467,4
67,1B5Y9I5wPfvD3C2A81A36C,Forest,System Of A Down,Toxicity,0.365,0.905,1,-4.153,1,0.0569,0.000125,0.00925,0.093,0.65,150.404,audio_features,spotify:track:1B5Y9I5wPfvD3C2A81A36C,https://api.spotify.com/v1/tracks/1B5Y9I5wPfvD3C2A81A36C,https://api.spotify.com/v1/audio-analysis/1B5Y9I5wPfvD3C2A81A36C,240107,4
68,10Nmj3JCNoMeBQ87uw5j8k,Dani California,Red Hot Chili Peppers,Stadium Arcadium,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,audio_features,spotify:track:10Nmj3JCNoMeBQ87uw5j8k,https://api.spotify.com/v1/tracks/10Nmj3JCNoMeBQ87uw5j8k,https://api.spotify.com/v1/audio-analysis/10Nmj3JCNoMeBQ87uw5j8k,282160,4
69,0nCAVzknkzRXRgB6LhRv04,Molly's Chambers,Kings of Leon,Youth And Young Manhood,0.598,0.911,11,-3.97,1,0.0515,0.222,3.84e-06,0.216,0.953,146.469,audio_features,spotify:track:0nCAVzknkzRXRgB6LhRv04,https://api.spotify.com/v1/tracks/0nCAVzknkzRXRgB6LhRv04,https://api.spotify.com/v1/audio-analysis/0nCAVzknkzRXRgB6LhRv04,134907,4
70,0rcDFdi19NtKf9NbHxr0k9,In Common,Alicia Keys,In Common,0.647,0.679,8,-7.092,1,0.0826,0.0182,0.0,0.0413,0.302,120.138,audio_features,spotify:track:0rcDFdi19NtKf9NbHxr0k9,https://api.spotify.com/v1/tracks/0rcDFdi19NtKf9NbHxr0k9,https://api.spotify.com/v1/audio-analysis/0rcDFdi19NtKf9NbHxr0k9,209051,4
71,3dYD57lRAUcMHufyqn9GcI,Take Me To Church,Hozier,Hozier,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,audio_features,spotify:track:3dYD57lRAUcMHufyqn9GcI,https://api.spotify.com/v1/tracks/3dYD57lRAUcMHufyqn9GcI,https://api.spotify.com/v1/audio-analysis/3dYD57lRAUcMHufyqn9GcI,241688,4
72,6Qi0Wls2EaolwPMPMxfe5f,Sonnentanz - Sun Don't Shine,Klangkarussell,Netzwerk,0.579,0.549,5,-8.262,0,0.0909,0.104,0.0202,0.0964,0.155,119.74,audio_features,spotify:track:6Qi0Wls2EaolwPMPMxfe5f,https://api.spotify.com/v1/tracks/6Qi0Wls2EaolwPMPMxfe5f,https://api.spotify.com/v1/audio-analysis/6Qi0Wls2EaolwPMPMxfe5f,238120,4
73,1lWWoec2z1j88GRblI5anV,ZITTI E BUONI,Måneskin,ZITTI E BUONI,0.62,0.944,4,-3.082,0,0.0863,0.0014,0.0,0.733,0.592,103.024,audio_features,spotify:track:1lWWoec2z1j88GRblI5anV,https://api.spotify.com/v1/tracks/1lWWoec2z1j88GRblI5anV,https://api.spotify.com/v1/audio-analysis/1lWWoec2z1j88GRblI5anV,192655,4
74,3hldQZusW4tjJXeYlLvQas,Freestyler - Radio Edit,Bomfunk MC's,Party Hits,0.847,0.96,4,-5.183,0,0.105,0.0237,0.0253,0.0629,0.922,163.825,audio_features,spotify:track:3hldQZusW4tjJXeYlLvQas,https://api.spotify.com/v1/tracks/3hldQZusW4tjJXeYlLvQas,https://api.spotify.com/v1/audio-analysis/3hldQZusW4tjJXeYlLvQas,172733,4
75,5G1sTBGbZT5o4PNRc75RKI,Lonely Boy,The Black Keys,El Camino,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,audio_features,spotify:track:5G1sTBGbZT5o4PNRc75RKI,https://api.spotify.com/v1/tracks/5G1sTBGbZT5o4PNRc75RKI,https://api.spotify.com/v1/audio-analysis/5G1sTBGbZT5o4PNRc75RKI,193653,4
76,35b08f3X5XiuTV0oJHZB9g,Club Foot,Kasabian,Kasabian/Empire,0.18,0.915,0,-6.855,1,0.0946,0.0224,1.43e-05,0.0929,0.101,94.578,audio_features,spotify:track:35b08f3X5XiuTV0oJHZB9g,https://api.spotify.com/v1/tracks/35b08f3X5XiuTV0oJHZB9g,https://api.spotify.com/v1/audio-analysis/35b08f3X5XiuTV0oJHZB9g,215360,1
77,4ReyTz0y3TGkX48wO3Llot,Epic,Faith No More,The Real Thing,0.358,0.893,4,-7.486,0,0.12,0.0222,0.0524,0.126,0.262,174.238,audio_features,spotify:track:4ReyTz0y3TGkX48wO3Llot,https://api.spotify.com/v1/tracks/4ReyTz0y3TGkX48wO3Llot,https://api.spotify.com/v1/audio-analysis/4ReyTz0y3TGkX48wO3Llot,293653,4
